0.80;-0.05;0.66;-4.7;3.0;0.4
0.79;-0.05;0.65;-3.2;0.9;0.9
0.81;-0.05;0.65;-4.1;-0.5;-0.3
0.80;-0.05;0.66;-5.3;0.5;1.1
0.82;-0.05;0.65;-4.9;-0.3;0.6
0.81;-0.05;0.64;-4.9;0.8;0.5
0.80;-0.06;0.65;-4.8;-0.2;0.7
0.78;-0.06;0.64;-5.3;-11.4;5.3
0.79;-0.11;0.31;-64.7;-190.5;52.1
1.09;-0.29;0.07;11.6;-94.4;30.4
1.13;-0.27;-0.12;11.3;-50.3;-3.9
1.03;-0.21;-0.16;-2.2;-33.4;-17.3
1.03;-0.22;-0.20;-8.1;-13.5;-6.6
0.97;-0.23;-0.19;0.2;-2.6;1.9
0.99;-0.21;-0.22;0.5;0.0;4.2
1.00;-0.23;-0.20;-1.4;2.6;1.9
1.01;-0.17;-0.19;-5.6;12.2;-2.9
1.09;-0.27;-0.18;8.1;38.5;22.0
1.07;-0.25;-0.01;-6.6;96.9;-21.2
0.99;-0.20;0.20;24.4;140.1;-25.5
